lobbyist_action,uid,registrant_name,organization,employer,nature_of_business,subj_num1,subj_1,desc_1,subj_num2,subj_2,desc_2,subj_num_3,subj_3,desc_3,subj_num4,subj_4,desc_4,subj_num5,subj_5,desc_5
Legislation authorizing the use and operation of additional electronic bingo machines,A027656, Michael E Arrington, Capitol Connections, Arundel Amusements/Bingo World, Gaming,1,Gaming,,,,,,,,,,,,,
,A027658, Christine A. Satterfield, Office of Bruce Bereano," One Call Concepts, Inc.", Telecommunications & underground utility damage prevention call center,1,Other,any and all legislative matters concerning One Call Concepts and Miss Utility,,,,,,,,,,,,
HB 352; SB 456,A027660, Lydia  McPherson, Norfolk Southern, Norfolk Southern Corporation, Railroad,1,Transportation - Generally,,,,,,,,,,,,,
,A027662, Jen  Brock, High Street Strategies, High Street Strategies, Consulting Firm,1,Energy,"Solar, renewable",2,Public Health,Cannabis policy,3,Environment,Environment,,,,,,
,A027664, Jason F. Weintraub, Gordon Feinblatt LLC," Talen Energy Supply, LLC", Energy,1,Energy,,,,,,,,,,,,,
,A027666, Shannon  Kress, Kress Hammen Government Affairs, Maryland Society of Surveyors, Professional Association of Land Surveyors,1,Other,All matters related to land surveyors,,,,,,,,,,,,
,A027669, Bill  Sweeney, Bridgewater Associates LP," Bridgewater Associates, LP", Investments,1,State Pensions and Retirement,,,,,,,,,,,,,
,A027672, Michael Alan Bullis," Independent Marylanders Achieving Growth Through Empowerment, Inc.", Independent Marylanders Achieving Growth Through Empowerment, nonprofit human services,1,Disabled,,,,,,,,,,,,,
HB556/SB516; SB781/HB793,A027674, Michael   Adams," Sasscer, Clagett & Bucher", Associated Builders & Contractors, Trade Association,1,Other,"Any and all matters concerning the construction business including procurements, business regulations and occupations, labor and wages.",,,,,,,,,,,,
Boost scholarships for the state of MD,A027676, Nefertari  Lee, Education For All Alliance, Education For All Alliance, Education Advocacy,1,Education - Miscellaneous,,,,,,,,,,,,,
SB 805; HB 1217; HB 200; HB 201; SB 795; SB 516; HB 556,A027678, Michael  Paddy, Public Policy Partners, American Cancer Society Cancer Action Network," ACS CAN, the nonprofit, nonpartisan advocacy affiliate of the American Cancer Society, supports evidence-based policy and legislative solutions designed to eliminate cancer as a major health problem. ACS CAN works to encourage elected officials and candidates to make cancer a top national priority.",1,Education - Miscellaneous,health and physical education,2,Taxes - Sales and Use,excise taxes,3,Health Occupations,,4,Other,"Health Care, Smoking, Tobacco, Cancer, Cannabis, Funding for tobacco control programs, funding for cancer prevention and early detection programs including breast and cervical cancer, preemption",5,Other,Access to Biomarker Testing
HB 128; HB 314; SB 816; HB 903;,A027679, Tinna Damaso Quigley, Allstate Insurance Company, Allstate Insurance Company, Insurance,1,Insurance - Other than Health,,2,Taxes - Sales and Use,,3,Transportation - Generally,,,,,,,
,A027681, Lawrence Anthony Perez," L.A. Perez Consulting, LLC", City of Bladensburg, Municipal Government,1,Municipalities,Monitoring and strategizing on legislation,,,,,,,,,,,,
,A027683, Lawrence Anthony Perez," L.A. Perez Consulting, LLC", City of Laurel, Government Municipal,1,Municipalities,Tracking Local and State Bills,2,Local Debt (Bond Bills),Tracking Bond Requests,,,,,,,,,
,A027685, Lawrence Anthony Perez," L.A. Perez Consulting, LLC"," Summit School, The", Education,1,Education - Miscellaneous,Monitoring and strategizing on legislation and Funding,,,,,,,,,,,,
,A027687, Lawrence Anthony Perez," L.A. Perez Consulting, LLC", Doctors Community Hospital, Matters related to healthcare,1,Health Care Facilities and Regulation,,2,Capital Budget,,,,,,,,,,
,A027689, Lawrence Anthony Perez," L.A. Perez Consulting, LLC", Prince George's County Municipal Association," A voluntary, nonprofit, nonpartisan association controlled and maintained by city and town governments.",1,Municipalities,Tracking Local and State Bills,,,,,,,,,,,,
General representation,A027691, Christopher   Dews, Cornerstone Government Affairs, Job Opportunities Task Force (JOTF), 501c3 Workforce Development,1,Other,Non-profit,,,,,,,,,,,,
General representation,A027692, Christopher   Dews, Cornerstone Government Affairs, Job Opportunities Task Force (JOTF), 501c3 Workforce Development,1,Other,Non-profit,,,,,,,,,,,,
General representation,A027693, Christopher   Dews, Cornerstone Government Affairs," Prince George's County, Maryland", County Government,1,Other,County Government & General Representation,,,,,,,,,,,,
General representation,A027695, Christopher   Dews, Cornerstone Government Affairs," Air-Conditioning, Heating, and Refrigeration Institute", HVACR,1,Other,HVACR,,,,,,,,,,,,
General representation,A027697, Christopher   Dews, Cornerstone Government Affairs, Maryland Hospital Association, Trade Association of Hospitals,1,Other,Trade Association of Hospitals,,,,,,,,,,,,
General representation,A027699, Christopher   Dews, Cornerstone Government Affairs, Maryland Alliance of Boys & Girls Clubs, Youth Advocacy,1,Other,Youth care/activities,,,,,,,,,,,,
General representation,A027701, Christopher   Dews, Cornerstone Government Affairs," Clark Construction Group, LLC", Construction,1,Other,Construction,,,,,,,,,,,,
General representation,A027703, Christopher   Dews, Cornerstone Government Affairs, City of Bowie, Municipal Government,1,Other,Municipal Government,,,,,,,,,,,,
,A027705, Lawrence Anthony Perez," L.A. Perez Consulting, LLC", City of District Heights, Prince George's County Municipality,1,Municipalities,Monitoring and strategizing on legislation,,,,,,,,,,,,
"I specifically lobbied for the passage of HB1104/SB878, The Maryland Voting Rights Act. The Act would have established pre clearance for all changes to voting rules, methods, and procedures for jurisdictions that would fall under its coverage. The coverage formula is based on several different racial and demographic factors. 

I also specifically lobbied for the HB1071. HB1071 passed the legislature. This new law prohibits police officers from initiating the stop of a person or the search of a vehicle based on the smell of marijuana by itself. 

I specifically lobbied against SB1. SB1 places several new gun restrictions on sensitive places and places of public space. I opposed this legislation because it ran counter to our strategic plan of less police interactions.",A027707, Gregory Alexander Brown, American Civil Liberties Union of Maryland, American Civil Liberties Union of Maryland, Constitutional rights advocacy,1,Juvenile Law,,2,Criminal Law - Procedure,,3,Criminal Law - Substantive Crimes,,4,Public Safety,,5,Elections,
HB1050/SB756; SB516/HB556; SB540/HB772; SB904/HB225;,A027709, Vicki  Schultz," Legal Aid Bureau, Inc. dba Maryland Legal Aid", Maryland Legal Aid, Legal Service for Indigents,1,Social Services - Generally,,2,Real Property,,3,Courts and Court Personnel - Statewide,,4,Civil Actions and Procedures,,5,Public Health,
HB0556,A027711, John M Kane, Aton Strategies LLC, Aton Strategies LLC, Government Relations,1,Other,Cannabis licensing,,,,,,,,,,,,
,A027713, Brian  Barnwell, Maryland Catholic Conference, Maryland Catholic Conference, Church related issues,1,Other,Matters affecting the Catholic Church and its ministries,,,,,,,,,,,,
,A027714, Brian  Barnwell, Maryland Catholic Conference, Maryland Catholic Conference, Church related issues,1,Other,Matters affecting the Catholic Church and its ministries,,,,,,,,,,,,
HB0352; SB0915,A027715, David  Pendleton, International Association of Sheet Metal Air Rail Transportation Workers, SMART Transportation Division, Labor Union,1,Transportation - Generally,,,,,,,,,,,,,
,A027717, Barry Thomas Glassman, Deer Creek Government Relations LLC, Deer Creek Government Relations LLC, Government Relations,1,Agriculture,,2,Capital Budget,,3,Operating Budget,,4,Counties - Generally,,,,
SB 222/HB 284;  HB 895/SB 444;  HB 901/SB 844; Telecommunication issues;,A027719," Frank D Boston, III"," Law Office of Frank D. Boston, III",, Telecommunications,1,Other,Telecommunications,,,,,,,,,,,,
SB 222/HB 284; HB 895/SB 444;  HB 901/SB 844; Telecommunications issues; Data privacy issues;,A027721," Frank D Boston, III"," Law Office of Frank D. Boston, III", DIRECTV," Satelite, broadcast, and Telecommunications Issues",1,Other,Telecommunications,2,Other,Satelite,3,Other,Broadcast,,,,,,
HB 103/SB 145; SB 872; SB 871; HB 1061,A027723," Frank D Boston, III"," Law Office of Frank D. Boston, III",, Legislation about State lincense for Social Workers,1,Other,Legislation about State License for Social Workers,,,,,,,,,,,,
HB115; HB 117; HB 419/SB 767; HB 430;HB 582/ SB 571;HB 663/ SB 752;HB 731/ SB 597;HB 771/ SB 658; HB 772/ SB 540;HB 857/ SB 290;HB 864/SB 763;HB 1113/ SB 751;,A027725," Frank D Boston, III"," Law Office of Frank D. Boston, III",, Law Enforcement,1,Other,Law Enforcement,,,,,,,,,,,,
budget requests; HB 547/SB 552; HB 584,A027727, Anne  Wallerstedt, Maryland Food Bank, Maryland Food Bank, Nonprofit food bank,1,State Government - General Assembly,,2,Operating Budget,,,,,,,,,,
"I lobby on behalf of HB002, HB769, SB614 and SB835.",A027729, Thomas  Killeen, SMART Local 100, SMART Local Union 100, Labor Union,1,Private Sector Labor and Industry,,,,,,,,,,,,,
HB 103/SB 145; SB 872; SB 871; HB 1061;,A027731, Ari  Plaut," Law Office of Frank D. Boston, III",, Legislation about State lincense for Social Workers,1,Other,Legislation about State license for social workers,,,,,,,,,,,,
HB115; HB 117; HB 419/SB 767;  HB 430; HB 582/ SB 571; HB 663/ SB 752; HB 731/ SB 597; HB 771/ SB 658; HB 772/ SB 540; HB 857/ SB 290; HB 1113/ SB 751;,A027733, Ari  Plaut," Law Office of Frank D. Boston, III",, Law Enforcement,1,Other,Law Enforcement,,,,,,,,,,,,
SB 222/HB 284; HB 895/SB 444; HB 901/SB 844;,A027735, Ari  Plaut," Law Office of Frank D. Boston, III",, Telecommunications,1,Other,Telecommunications,,,,,,,,,,,,
HB 1155; HB 173; HB 283 HB 427; HB 667; HB 82; HB 953; SB 460; SB 532; SB 546; SB 618 SB 762,A027737, Stacey  Jefferson, Behavioral Health System Baltimore, Behavioral Health System Baltimore, Administering agency for public behavioral health services in Baltimore City,1,Health Care Facilities and Regulation,,2,Health Maintenance Organizations,,,,,,,,,,
,A027739, Michael E Arrington, Capitol Connections, Woodmore Wine and Spirits," Retail Beer, Wine and Spirits Store",1,Alcoholic Beverages - Local Bills,,,,,,,,,,,,,
"SB516 Cannabis Reform
HB556 Cannabis Reform
SB508 Hemp Farming Program
HB1067 Hemp Farming Program",A027741, Abigail  Giblin Diehl, West Street Strategies, MariMed Inc., Publicly Traded Cannabis Company,1,Agriculture,,2,Public Health,,3,Business Regulation and Occupations,,4,Energy,,5,Other,"Cannabis, Psychedelics, and other plant medicine."
,A027743, Brad  Phillips, Maryland Association of Community Colleges, Maryland Association of Community Colleges, association of Maryland's 16 community colleges,1,Higher Education,,2,Community Colleges - Local Bills,,,,,,,,,,
Matters dealing with short-term leases and rental on heavy equipment property,A027745, Natasha  Mehu, Manis Canning & Associates, United Rentals c/o MultiState Associates LLC, United Rentals is the world's largest equipment rental company,1,Other,Matters dealing with short-term leases and rental on heavy equipment property,,,,,,,,,,,,
Matters dealing with short-term leases and rental on heavy equipment property,A027747, John F Favazza, Manis Canning & Associates, United Rentals c/o MultiState Associates LLC, United Rentals is the world's largest equipment rental company,1,Other,Matters dealing with short-term leases and rental on heavy equipment property,,,,,,,,,,,,
"All matters pertaining to the manufacturing, sales and distribution of athletic apparel and footwear including the facilities and employees that provide those services",A027749, Natasha  Mehu, Manis Canning & Associates, Under Armour," Manufacturing, sales and distribution of athletic apparel and footwear",1,Other,"All matters pertaining to the manufacturing, sales and distribution of athletic apparel and footwear including the facilities and employees that provide those services",,,,,,,,,,,,
"All matters pertaining to the manufacturing, sales and distribution of athletic apparel and footwear including the facilities and employees that provide those services",A027751, Joseph C Bryce, Manis Canning & Associates, Under Armour," Manufacturing, sales and distribution of athletic apparel and footwear",1,Other,"All matters pertaining to the manufacturing, sales and distribution of athletic apparel and footwear including the facilities and employees that provide those services",,,,,,,,,,,,
All matters relating to Professional Sports.,A027753, John F Favazza, Manis Canning & Associates, Baltimore Ravens, Professional Sports,1,Other,All matters relating to Professional Sports.,,,,,,,,,,,,
,A027755, Favour C Obasiolu, Public Policy Partners," Teladoc Health, Inc.", Telehealth services,1,Other,telehealth,,,,,,,,,,,,
All matters relating to Professional Sports.,A027757, Nicholas G Manis, Manis Canning & Associates, Baltimore Ravens, Professional Sports,1,Other,All matters relating to Professional Sports.,,,,,,,,,,,,
"All matters pertaining to the manufacturing, sales and distribution of athletic apparel and footwear including the facilities and employees that provide those services",A027759, Andrea  Mansfield, Manis Canning & Associates, Under Armour," Manufacturing, sales and distribution of athletic apparel and footwear",1,Other,"All matters pertaining to the manufacturing, sales and distribution of athletic apparel and footwear including the facilities and employees that provide those services",,,,,,,,,,,,
"All matters pertaining to the manufacturing, sales and distribution of athletic apparel and footwear including the facilities and employees that provide those services",A027761, John F Favazza, Manis Canning & Associates, Under Armour," Manufacturing, sales and distribution of athletic apparel and footwear",1,Other,"All matters pertaining to the manufacturing, sales and distribution of athletic apparel and footwear including the facilities and employees that provide those services",,,,,,,,,,,,
Matters dealing with short-term leases and rental on heavy equipment property,A027763, Nicholas G Manis, Manis Canning & Associates, United Rentals c/o MultiState Associates LLC, United Rentals is the world's largest equipment rental company,1,Other,Matters dealing with short-term leases and rental on heavy equipment property,,,,,,,,,,,,
Matters dealing with short-term leases and rental on heavy equipment property,A027765, Joseph C Bryce, Manis Canning & Associates, United Rentals c/o MultiState Associates LLC, United Rentals is the world's largest equipment rental company,1,Other,Matters dealing with short-term leases and rental on heavy equipment property,,,,,,,,,,,,
Matters dealing with short-term leases and rental on heavy equipment property,A027767, Andrea  Mansfield, Manis Canning & Associates, United Rentals c/o MultiState Associates LLC, United Rentals is the world's largest equipment rental company,1,Other,Matters dealing with short-term leases and rental on heavy equipment property,,,,,,,,,,,,
"All matters pertaining to the manufacturing, sales and distribution of athletic apparel and footwear including the facilities and employees that provide those services",A027769, Nicholas G Manis, Manis Canning & Associates, Under Armour," Manufacturing, sales and distribution of athletic apparel and footwear",1,Other,"All matters pertaining to the manufacturing, sales and distribution of athletic apparel and footwear including the facilities and employees that provide those services",,,,,,,,,,,,
